iata_code;icao_code;name_eng;city_eng;страна_англ
AWB;AYAW;Они не сделали;Они не сделали;Папуа - Новая Гвинея
AWD;NVVB;Нет, это не так;Нет, это не так;Вануату
AWE;;Войдите;Войдите;Габон
AWH;HAAW;Аварех;Аварех;Эфиопия
AWK;PWAK;Остров Уэйк;Остров Уэйк;Малые отдаленные острова США
AWM;KAWM;Муниципальный;Западный Мемфис;Соединенные Штаты
AWN;YADS;Элтон Даунс;Элтон Даунс;Австралия
AWP;YAUS;Аустрал Даунс;Аустрал Даунс;Австралия
AWR;;Авар;Авар;Папуа - Новая Гвинея
AWZ;OIAW;Ахваз;Ахваз;Иран
AXA;TQPF;Уоллблейк;Ангилья;Ангилья
AXB;KAXB;Александрия Бэй;Александрия Бэй;Соединенные Штаты
AXC;YAMC;арамейский;арамейский;Австралия
AXD;LGAL;Димокрит;Александруполис;Греция
AXE;KBAX;Заншере;Заншере;Бразилия
AXG;KAXA;Алгона;Алгона;Соединенные Штаты
AXK;OYAT;Атака;Атака;Йемен
AXL;YALX;Александрия;Александрия;Австралия
AXM;SKAR;Эдем;Армения;Колумбия
AXN;KAXN;Александрия;Александрия;Соединенные Штаты
AXP;MYAP;Спрингпойнт Арпт;Спринг-Пойнт;Острова Тёркс и Кайкос
AXR;NTGU;Артуа;Артуа;Французская Полинезия
AXS;KAXS;Муниципальный;Альтус;Соединенные Штаты
AXT;RJSK;Акита;Акита;Япония
AXU;HAAX;Аксум;Аксум;Эфиопия
AXV;KAXV;Нил Армстронг;Ты устал;Соединенные Штаты
AXX;KAXX;Ангел Огня;Ангел Огня;Соединенные Штаты
AYA;;Курица;Курица;Колумбия
AYC;SKYC;аякучо;аякучо;Перу
AYD;;Элрой Даунс;Элрой Даунс;Австралия
AYE;MTPP;Вертодром ААФ;Форт Девенс;Гаити
AYG;SKYA;Yaguara;Yaguara;Колумбия
AYH;;Станция РАФ;Олконбери;Великобритания
AYI;;Он был;Он был;Колумбия
AYK;UAUR;Аркалык;Аркалык;Казахстан
AYL;YANL;Энтони Лагун;Энтони Лагун;Австралия
AYN;ZHAY;Вот и все;Вот и все;Китай
AYO;MTPP;Айолас;Айолас;Уганда
AYP;SPHO;Yanamilla;аякучо;Перу
AYQ;YAYE;Коннеллан;Айерс-Рок;Австралия
AYR;YAYR;Эр;Эр;Австралия
AYS;KAYS;Округ Уэр;Уэйкросс;Соединенные Штаты
AYT;LTAI;Анталия;Анталия;Турция
AYU;AYAY;Айюра;Айюра;Папуа - Новая Гвинея
AYW;WRTA;Они не восстают;Они не восстают;Индонезия
AYZ;WRTA;зуб;Амитивилль;Соединенные Штаты
AZB;;Амазонский залив;Амазонский залив;Папуа - Новая Гвинея
AZD;OIYY;Йезд;Йезд;Иран
AZG;MMAG;апацинган;апацинган;Мексика
AZI;OMAD;Баттен;Абу Даби;Объединенные Арабские Эмираты
AZN;UTKA;Андижан;Андижан;Узбекистан
AZO;KAZO;Каламазу/Бэтл-Крик, международный;Каламазу;Соединенные Штаты
AZP;HHSB;атизапан;Мехико;Мексика
AZR;DAUA;вены;вены;Алжир
AZT;;туфля;туфля;Колумбия
AZZ;FNAM;амбриз;амбриз;Ангола
BAA;;Биа;Биа;Папуа - Новая Гвинея
BAB;KBAB;Авиабаза Бил;Мерисвилл;Соединенные Штаты
BAC;;Каньон Упиа;Каньон Упиа;Колумбия
BAD;KBAD;База отдыха Барксдейл;Шривпорт;Соединенные Штаты
BAE;LFMR;Барселона;Барселона;Франция
BAF;KBAF;Барнс;Вестфилд;Соединенные Штаты
BAG;RPUB;в постели;Багио;Филиппины
BAH;OBBI;Бахрейн Международный;Манама;Бахрейн
BAI;MRBA;Буэнос айрес;Буэнос айрес;Коста-Рика
BAJ;;Бали;Бали;Папуа - Новая Гвинея
BAL;LTCJ;Бэтмен;Бэтмен;Турция
BAM;KBAM;Округ Ландер;Боевая гора;Соединенные Штаты
BAN;FZVR;Басонго;Басонго;Демократическая Республика Конго
BAO;VTED;Удорн;Бан Мак Хаен;Таиланд
BAP;;Библия;Библия;Папуа - Новая Гвинея
BAQ;SKBQ;И Кортиссос;Барранкилья;Колумбия
BAR;;Бейкер Ааф;Остров Бейкер;Соединенные Штаты
BAS;AGGE;балалайка;Баллале;Соломоновы острова
BAT;SNBA;Аэропорт Чафей Амсей;Барретос;Бразилия
BAU;SBBU;Бауру;Бауру;Бразилия
BAV;ZBOW;Баотоу;Баотоу;Китай
BAW;;Биавонке;Биавонке;Габон
BAX;UNBB;Барнаул;Барнаул;Российская Федерация
BAY;LRBM;Бая Маре;Бая Маре;Румыния
BAZ;SWBC;Барбелос;Барбелос;Бразилия
BBA;SCBA;Лейтенант Видаль;Бальмаседа;Чили
BBB;KBBB;Муниципальный;Бенсон;Соединенные Штаты
BBC;KBYY;Бэй Сити;Бэй Сити;Соединенные Штаты
BBD;KBBD;Кертис Филд;Брейди;Соединенные Штаты
BBE;;Большой колокол;Большой колокол;Австралия
BBF;KHBG;Берлингтон;Берлингтон;Соединенные Штаты
BBG;NGTU;Бутаритари;Бутаритари;Кирибати
BBH;EDBH;Барт;Барт;Германия
BBI;VEBS;Бхубанешвар;Бхубанешвар;Индия
BBJ;EDRB;Авиабаза Битбург;Битбург;Германия
BBK;FBKE;я не;я не;Ботсвана
BBL;YLLE;Баболсар;Баболсар;Иран
BBM;VDBG;Баттамбанг;Баттамбанг;Камбоджа
BBN;WBGZ;Барий;Барий;Малайзия
BBO;HCMI;Бербера;Бербера;Эфиопия
BBP;EGHJ;Бембридж;Бембридж;Великобритания
BBQ;TAPH;Барбуда;Барбуда;Антигуа и Барбуда
BBR;TFFB;Бэйлиф;Низменность;Гваделупа
BBS;EGLK;Блэкбуш;Yateley;Великобритания
BBT;FEFT;Берберати;Берберати;Центрально-Африканская Республика
BBU;LRBS;Баниаса;Бухарест;Румыния
BBV;DIGN;Гонконг;Береби;Кот-д'Ивуар
BBW;KBBW;Сломанный лук;Сломанный лук;Соединенные Штаты
BBX;KLOM;Крылья Поле;Синий колокол;Соединенные Штаты
BBY;FEFM;Бамбари;Бамбари;Центрально-Африканская Республика
BBZ;FLZB;Замбези;Замбези;Замбия
BCA;MUBA;баракоа;баракоа;Куба
BCB;KBCB;Технологический институт Вирджинии;Блэксбург;Соединенные Штаты
BCC;KBCC;Медвежий ручей;Медвежий ручей;Соединенные Штаты
BCD;RPVB;Баколод;Баколод;Филиппины
BCE;KBCE;Брайс;Брайс;Соединенные Штаты
BCF;FEGU;Бука;Бука;Центрально-Африканская Республика
BCG;SYBE;Бемичи;Бемичи;Гайана
BCH;WPEC;Какунг Интернэшнл;Они рыдали;Восточный Тимор-Индонезия
BCI;YBAR;Баркалдин;Баркалдин;Австралия
BCJ;SCIP;большая чаша;большая чаша;Соединенные Штаты
BCK;YBWR;Болварра;Болварра;Австралия
BCL;MRBC;Колорадо Бар;Колорадо Бар;Коста-Рика
BCM;LRBC;Бакэу;Бакэу;Румыния
BCN;LEBL;Эль Прат Де Льобрегат;Барселона;Испания
BCO;HABC;Демон;Демон;Эфиопия
BCP;;Бамбук;Бамбук;Эфиопия
BCQ;HLLQ;Брэк;Брэк;Намибия
BCR;SWNK;устье акра;устье акра;Бразилия
BCS;;Южный гидросамолет;Хорошая охота;Соединенные Штаты
BCT;KBCT;Общественный;Бока-Ратон;Соединенные Штаты
BCU;DNBC;Баучи;Баучи;Нигерия
BCV;PABV;Бельмопан;Бельмопан;Белиз
BCW;;Остров Бенгера;Остров Бенгера;Мозамбик
BCX;UWUB;Белорек;Белорек;Российская Федерация
BCY;HABU;Булчи;Булчи;Эфиопия
BCZ;;Остров Бикертон;Остров Бикертон;Австралия
BDA;TXKF;Киндли Филд;Бермуды;Бермуды
BDB;YBUD;Бандаберг;Бандаберг;Австралия
BDC;SNBC;Веревочный бар;Веревочный бар;Бразилия
BDD;YBAU;Остров Баду;Остров Баду;Австралия
BDE;KBDE;Бодетт;Бодетт;Соединенные Штаты
BDF;KBDF;Ринкенбергер;Брэдфорд;Соединенные Штаты
BDG;KBDG;Смешивание;Смешивание;Соединенные Штаты
BDH;OIBL;город Ленге;город Ленге;Иран
BDI;FSSB;Птичий остров;Птичий остров;Сейшельские острова
BDJ;WAOO;Сямсудин Нур;Банджармасин;Индонезия
BDK;DIBU;Бондуку;Бондуку;Кот-д'Ивуар
BDL;KBDL;Брэдли Интернэшнл;Виндзорские шлюзы;Соединенные Штаты
BDM;LTBG;Бандирма;Бандырма;Турция
BDN;OPTH;резьба;Много;Пакистан
BDO;WICC;Хусейн Састранегара;Бандунг;Индонезия
BDP;VNCG;Бхадрапур;Бхадрапур;Непал
BDQ;VABO;Они ушли;Они ушли;Индия
BDR;KBDR;Игорь Иванович Сикорский Мем.;Бриджпорт;Соединенные Штаты
BDS;LIBR;Папола Казале;Тосты;Италия
BDT;FZFD;Кисангани;Гбадолите;Демократическая Республика Конго
BDU;ENDU;Бардуфосс;Бардуфосс;Норвегия
BDV;FZRB;Моба;Моба;Демократическая Республика Конго
BDW;YBDF;Бедфорд Даунс;Бедфорд Даунс;Австралия
BDX;KBDX;Бродус;Бродус;Соединенные Штаты
BDY;KBDY;Состояние;Бэндон;Соединенные Штаты
BDZ;;Баиндунг;Баиндунг;Папуа - Новая Гвинея
BEA;;Берейна;Берейна;Папуа - Новая Гвинея
